dataset,cost,seed,pop_size,ngen,mut_rate,cross_rate,timeout,slurm
ft10,1087,779541,300,5000,0.3,0.5,300,30361
ft10,1125,245513,1000,5000,0.2,0.5,300,64931
ft10,1079,237663,300,5000,0.5,0.3,300,1221
ft10,1050,51673,200,5000,0.5,0.3,300,3021
ft10,1135,245513,1000,5000,0.6,0.4,300,65181
ft10,1067,779541,200,5000,0.6,0.1,300,30051
ft10,1043,363322,100,5000,0.2,0.7,300,65401
ft10,1068,779541,200,5000,0.6,0.2,300,30061
ft10,1080,271006,200,5000,0.1,0.6,300,25251
ft10,1010,363322,100,5000,0.2,0.6,300,65391
ft10,1088,237663,300,5000,0.5,0.1,300,1201
ft10,1020,363322,100,5000,0.2,0.5,300,65381
ft10,1030,866473,200,5000,0.5,0.1,300,12001
ft10,1073,866473,200,5000,0.5,0.2,300,12011
ft10,1043,363322,100,5000,0.2,0.4,300,65371
ft10,1083,779541,200,5000,0.6,0.4,300,30081
ft10,1042,363322,100,5000,0.2,0.3,300,65361
ft10,1083,866473,200,5000,0.5,0.3,300,12021
ft10,1067,271006,200,5000,0.1,0.5,300,25241
ft10,1052,363322,100,5000,0.2,0.2,300,65351
ft10,1015,779541,200,5000,0.7,0.1,300,30091
ft10,1077,779541,200,5000,0.6,0.3,300,30071
ft10,1136,960512,1000,5000,0.4,0.1,300,6541
ft10,1054,363322,100,5000,0.2,0.8,300,65411
ft10,1056,363322,100,5000,0.3,0.1,300,65421
ft10,1078,866473,200,5000,0.4,0.4,300,11971
ft10,1065,779541,200,5000,0.5,0.1,300,30001
ft10,992,363322,100,5000,0.3,0.7,300,65481
ft10,1054,271006,200,5000,0.1,0.8,300,25271
ft10,1073,51673,200,5000,0.5,0.1,300,3001
ft10,1086,779541,200,5000,0.5,0.2,300,30011
ft10,1045,363322,100,5000,0.3,0.6,300,65471
ft10,1061,866473,200,5000,0.4,0.5,300,11981
ft10,1011,363322,100,5000,0.3,0.5,300,65461
ft10,1063,779541,200,5000,0.5,0.3,300,30021
ft10,1059,363322,100,5000,0.3,0.4,300,65451
ft10,998,363322,100,5000,0.3,0.3,300,65441
ft10,1063,866473,200,5000,0.4,0.6,300,11991
ft10,1075,779541,200,5000,0.5,0.4,300,30031
ft10,1064,271006,200,5000,0.1,0.7,300,25261
ft10,1069,363322,100,5000,0.3,0.2,300,65431
ft10,1068,779541,200,5000,0.5,0.5,300,30041
ft10,1014,363322,100,5000,0.2,0.1,300,65341
ft10,1030,237663,100,5000,0.5,0.1,300,301
ft10,1072,779541,200,5000,0.7,0.2,300,30101
ft10,1021,363322,100,5000,0.1,0.9,300,65331
ft10,1082,779541,300,5000,0.1,0.2,300,30161
ft10,1143,245513,1000,5000,0.9,0.1,300,65241
ft10,1065,271006,200,5000,0.1,0.2,300,25211
ft10,1090,779541,300,5000,0.1,0.3,300,30171
ft10,1135,245513,1000,5000,0.8,0.2,300,65231
ft10,1021,51673,100,5000,0.4,0.4,300,2521
ft10,1111,245513,1000,5000,0.8,0.1,300,65221
ft10,1059,866473,200,5000,0.6,0.3,300,12071
ft10,1081,779541,300,5000,0.1,0.4,300,30181
ft10,1104,245513,1000,5000,0.7,0.3,300,65211
ft10,1108,960512,1000,5000,0.3,0.6,300,6521
ft10,1102,779541,300,5000,0.1,0.5,300,30191
ft10,1131,245513,1000,5000,0.7,0.2,300,65201
ft10,1061,271006,200,5000,0.1,0.1,300,25201
ft10,1088,866473,200,5000,0.6,0.4,300,12081
ft10,1109,245513,1000,5000,0.7,0.1,300,65191
ft10,1083,779541,300,5000,0.1,0.6,300,30201
ft10,1026,866473,200,5000,0.6,0.2,300,12061
ft10,1129,245513,1000,5000,0.6,0.3,300,65171
ft10,1021,363322,100,5000,0.1,0.1,300,65251
ft10,1072,779541,300,5000,0.1,0.1,300,30151
ft10,1058,866473,200,5000,0.5,0.4,300,12031
ft10,1063,51673,200,5000,0.5,0.2,300,3011
ft10,1019,363322,100,5000,0.1,0.8,300,65321
ft10,1065,779541,200,5000,0.7,0.3,300,30111
ft10,1044,271006,200,5000,0.1,0.4,300,25231
ft10,1023,363322,100,5000,0.1,0.7,300,65311
ft10,1102,960512,1000,5000,0.3,0.7,300,6531
ft10,1048,779541,200,5000,0.8,0.1,300,30121
ft10,1055,363322,100,5000,0.1,0.6,300,65301
ft10,1047,866473,200,5000,0.5,0.5,300,12041
ft10,1055,779541,200,5000,0.8,0.2,300,30131
ft10,1051,363322,100,5000,0.1,0.5,300,65291
ft10,1028,363322,100,5000,0.1,0.4,300,65281
ft10,1103,779541,200,5000,0.9,0.1,300,30141
ft10,1068,271006,200,5000,0.1,0.3,300,25221
ft10,1045,363322,100,5000,0.1,0.3,300,65271
ft10,1086,866473,200,5000,0.6,0.1,300,12051
ft10,1028,363322,100,5000,0.1,0.2,300,65261
ft10,1126,976328,1000,5000,0.5,0.5,300,62891
ft10,1119,245513,1000,5000,0.1,0.6,300,64851
ft10,1106,866473,300,5000,0.1,0.7,300,12211
ft10,1041,271006,100,5000,0.4,0.3,300,25011
ft10,1096,245513,500,5000,0.1,0.8,300,64421
ft10,1059,866473,300,5000,0.3,0.6,300,12371
ft10,1039,51673,100,5000,0.4,0.2,300,2501
ft10,1076,51673,200,5000,0.6,0.3,300,3071
ft10,1081,779541,500,5000,0.2,0.3,300,30711
ft10,1092,245513,500,5000,0.1,0.7,300,64411
ft10,1094,779541,500,5000,0.2,0.2,300,30701
ft10,1127,960512,1000,5000,0.2,0.6,300,6441
ft10,1084,779541,500,5000,0.2,0.4,300,30721
ft10,1104,245513,500,5000,0.1,0.5,300,64391
ft10,1089,866473,300,5000,0.3,0.7,300,12381
ft10,1019,271006,100,5000,0.4,0.2,300,25001
ft10,1104,779541,500,5000,0.2,0.5,300,30731
ft10,1074,245513,500,5000,0.1,0.4,300,64381
ft10,1081,245513,500,5000,0.1,0.3,300,64371
ft10,1106,245513,500,5000,0.1,0.6,300,64401
ft10,1100,245513,500,5000,0.1,0.9,300,64431
ft10,1111,779541,500,5000,0.2,0.1,300,30691
ft10,1087,245513,500,5000,0.2,0.1,300,64441
ft10,1091,245513,500,5000,0.2,0.8,300,64511
ft10,1103,960512,1000,5000,0.2,0.7,300,6451
ft10,1081,779541,500,5000,0.1,0.6,300,30651
ft10,1040,271006,100,5000,0.4,0.5,300,25031
ft10,1081,245513,500,5000,0.2,0.7,300,64501
ft10,1083,866473,300,5000,0.3,0.3,300,12341
ft10,1091,245513,500,5000,0.2,0.6,300,64491
ft10,1114,779541,500,5000,0.1,0.7,300,30661
ft10,1068,245513,500,5000,0.2,0.5,300,64481
ft10,1059,245513,500,5000,0.2,0.4,300,64471
ft10,1094,866473,300,5000,0.3,0.4,300,12351
ft10,1074,779541,500,5000,0.1,0.8,300,30671
ft10,1059,271006,100,5000,0.4,0.4,300,25021
ft10,1072,245513,500,5000,0.2,0.3,300,64461
ft10,1086,779541,500,5000,0.1,0.9,300,30681
ft10,1105,245513,500,5000,0.2,0.2,300,64451
ft10,1096,866473,300,5000,0.3,0.5,300,12361
ft10,1074,866473,300,5000,0.4,0.1,300,12391
ft10,1096,779541,500,5000,0.2,0.6,300,30741
ft10,1042,245513,500,5000,0.1,0.2,300,64361
ft10,1106,245513,500,5000,0.1,0.1,300,64351
ft10,1086,245513,300,5000,0.6,0.2,300,64261
ft10,1092,866473,300,5000,0.4,0.5,300,12431
ft10,1079,51673,200,5000,0.6,0.4,300,3081
ft10,1101,779541,500,5000,0.3,0.5,300,30811
ft10,1077,245513,300,5000,0.6,0.1,300,64251
ft10,1062,271006,100,5000,0.3,0.6,300,24971
ft10,1099,779541,500,5000,0.3,0.6,300,30821
ft10,1115,245513,300,5000,0.5,0.5,300,64241
ft10,1068,245513,300,5000,0.5,0.4,300,64231
ft10,1076,866473,300,5000,0.4,0.6,300,12441
ft10,1084,779541,500,5000,0.3,0.7,300,30831
ft10,1105,245513,300,5000,0.5,0.3,300,64221
ft10,1017,271006,100,5000,0.3,0.5,300,24961
ft10,1125,779541,500,5000,0.4,0.1,300,30841
ft10,1107,245513,300,5000,0.5,0.2,300,64211
ft10,1093,960512,1000,5000,0.2,0.4,300,6421
ft10,1085,245513,300,5000,0.5,0.1,300,64201
ft10,1084,245513,300,5000,0.6,0.3,300,64271
ft10,1102,779541,500,5000,0.1,0.5,300,30641
ft10,1082,779541,500,5000,0.3,0.4,300,30801
ft10,1063,866473,300,5000,0.4,0.4,300,12421
ft10,1119,779541,500,5000,0.2,0.7,300,30751
ft10,1063,245513,300,5000,0.9,0.1,300,64341
ft10,1094,866473,300,5000,0.4,0.2,300,12401
ft10,1069,245513,300,5000,0.8,0.2,300,64331
ft10,1082,779541,500,5000,0.2,0.8,300,30761
ft10,1023,271006,100,5000,0.4,0.1,300,24991
ft10,1081,245513,300,5000,0.8,0.1,300,64321
ft10,1059,237663,300,5000,0.5,0.5,300,1241
ft10,1098,779541,500,5000,0.3,0.1,300,30771
ft10,1083,245513,300,5000,0.7,0.3,300,64311
ft10,1079,960512,1000,5000,0.2,0.5,300,6431
ft10,1086,866473,300,5000,0.4,0.3,300,12411
ft10,1082,779541,500,5000,0.3,0.2,300,30781
ft10,1083,245513,300,5000,0.7,0.2,300,64301
ft10,1010,271006,100,5000,0.3,0.7,300,24981
ft10,1093,245513,300,5000,0.7,0.1,300,64291
ft10,1057,779541,500,5000,0.3,0.3,300,30791
ft10,1078,245513,300,5000,0.6,0.4,300,64281
ft10,1051,779541,300,5000,0.4,0.4,300,30421
ft10,1111,245513,500,5000,0.3,0.1,300,64521
ft10,1088,779541,500,5000,0.1,0.4,300,30631
ft10,1067,779541,300,5000,0.5,0.4,300,30481
ft10,1089,245513,500,5000,0.7,0.3,300,64761
ft10,1084,245513,500,5000,0.7,0.2,300,64751
ft10,1090,779541,300,5000,0.5,0.5,300,30491
ft10,1026,271006,100,5000,0.5,0.5,300,25091
ft10,1097,245513,500,5000,0.7,0.1,300,64741
ft10,1086,866473,300,5000,0.2,0.2,300,12251
ft10,1083,866473,300,5000,0.2,0.1,300,12241
ft10,1100,245513,500,5000,0.6,0.4,300,64731
ft10,1098,245513,500,5000,0.6,0.3,300,64721
ft10,1036,51673,200,5000,0.6,0.1,300,3051
ft10,1046,779541,300,5000,0.6,0.2,300,30511
ft10,1081,245513,500,5000,0.6,0.2,300,64711
ft10,1116,960512,1000,5000,0.3,0.1,300,6471
ft10,1070,866473,300,5000,0.2,0.3,300,12261
ft10,1033,271006,100,5000,0.5,0.4,300,25081
ft10,1067,779541,300,5000,0.6,0.1,300,30501
ft10,1085,245513,500,5000,0.8,0.1,300,64771
ft10,1093,245513,500,5000,0.8,0.2,300,64781
ft10,1022,237663,100,5000,0.4,0.2,300,251
ft10,1033,245513,1000,5000,0.1,0.5,300,64841
ft10,1082,779541,300,5000,0.4,0.5,300,30431
ft10,1114,245513,1000,5000,0.1,0.4,300,64831
ft10,1056,271006,100,5000,0.6,0.2,300,25111
ft10,1091,779541,300,5000,0.4,0.6,300,30441
ft10,1060,51673,100,5000,0.4,0.3,300,2511
ft10,1105,245513,1000,5000,0.1,0.3,300,64821
ft10,1120,866473,300,5000,0.1,0.8,300,12221
ft10,1132,245513,1000,5000,0.1,0.2,300,64811
ft10,1086,779541,300,5000,0.5,0.1,300,30451
ft10,1103,960512,1000,5000,0.3,0.2,300,6481
ft10,1123,245513,1000,5000,0.1,0.1,300,64801
ft10,1065,779541,300,5000,0.5,0.2,300,30461
ft10,1108,245513,500,5000,0.9,0.1,300,64791
ft10,1080,866473,300,5000,0.1,0.9,300,12231
ft10,1041,271006,100,5000,0.6,0.1,300,25101
ft10,1066,779541,300,5000,0.5,0.3,300,30471
ft10,1108,779541,300,5000,0.6,0.3,300,30521
ft10,1067,245513,500,5000,0.6,0.1,300,64701
ft10,1108,245513,500,5000,0.5,0.5,300,64691
ft10,1066,866473,300,5000,0.2,0.4,300,12271
ft10,1089,779541,300,5000,0.9,0.1,300,30591
ft10,1064,245513,500,5000,0.4,0.1,300,64591
ft10,1043,237663,300,5000,0.5,0.4,300,1231
ft10,1036,271006,100,5000,0.5,0.1,300,25051
ft10,1085,245513,500,5000,0.3,0.7,300,64581
ft10,1084,866473,300,5000,0.2,0.8,300,12311
ft10,1069,779541,500,5000,0.1,0.1,300,30601
ft10,1112,245513,500,5000,0.3,0.6,300,64571
ft10,1063,245513,500,5000,0.3,0.5,300,64561
ft10,1093,51673,200,5000,0.6,0.2,300,3061
ft10,1073,779541,500,5000,0.1,0.2,300,30611
ft10,1109,866473,300,5000,0.3,0.1,300,12321
ft10,1092,245513,500,5000,0.3,0.4,300,64551
ft10,1082,779541,500,5000,0.1,0.3,300,30621
ft10,1011,271006,100,5000,0.4,0.6,300,25041
ft10,1060,245513,500,5000,0.3,0.3,300,64541
ft10,1096,245513,500,5000,0.3,0.2,300,64531
ft10,1055,245513,500,5000,0.4,0.2,300,64601
ft10,1073,866473,300,5000,0.3,0.2,300,12331
ft10,1122,779541,300,5000,0.8,0.2,300,30581
ft10,1114,960512,1000,5000,0.2,0.8,300,6461
ft10,1088,779541,300,5000,0.6,0.4,300,30531
ft10,1102,245513,500,5000,0.5,0.4,300,64681
ft10,1086,245513,500,5000,0.5,0.3,300,64671
ft10,1080,779541,300,5000,0.7,0.1,300,30541
ft10,1088,866473,300,5000,0.2,0.5,300,12281
ft10,1072,271006,100,5000,0.5,0.3,300,25071
ft10,1099,245513,500,5000,0.5,0.2,300,64661
ft10,1088,779541,300,5000,0.7,0.2,300,30551
ft10,1080,245513,500,5000,0.5,0.1,300,64651
ft10,1111,245513,500,5000,0.4,0.6,300,64641
ft10,1079,866473,300,5000,0.2,0.6,300,12291
ft10,1095,779541,300,5000,0.7,0.3,300,30561
ft10,1076,245513,500,5000,0.4,0.5,300,64631
ft10,1039,271006,100,5000,0.5,0.2,300,25061
ft10,1086,779541,300,5000,0.8,0.1,300,30571
ft10,1104,245513,500,5000,0.4,0.4,300,64621
ft10,1084,245513,500,5000,0.4,0.3,300,64611
ft10,1104,866473,300,5000,0.2,0.7,300,12301
ft10,979,363322,100,5000,0.4,0.1,300,65491
ft10,1096,51673,300,5000,0.1,0.3,300,3171
ft10,1112,976328,1000,5000,0.5,0.4,300,62881
ft10,1033,976328,100,5000,0.7,0.1,300,61141
ft10,1098,503245,500,5000,0.1,0.1,300,32851
ft10,1072,515381,100,5000,0.2,0.2,300,13601
ft10,1019,976328,100,5000,0.6,0.4,300,61131
ft10,1105,503245,500,5000,0.1,0.2,300,32861
ft10,1054,976328,100,5000,0.6,0.3,300,61121
ft10,1095,862527,500,5000,0.6,0.1,300,24201
ft10,1014,976328,100,5000,0.7,0.2,300,61151
ft10,1094,237663,500,5000,0.1,0.2,300,1361
ft10,1069,503245,500,5000,0.1,0.3,300,32871
ft10,1090,960512,500,5000,0.4,0.3,300,6111
ft10,1022,515381,100,5000,0.2,0.3,300,13611
ft10,1033,976328,100,5000,0.6,0.1,300,61101
ft10,1063,237663,200,5000,0.2,0.8,300,611
ft10,1113,503245,500,5000,0.1,0.4,300,32881
ft10,1029,976328,100,5000,0.5,0.5,300,61091
ft10,1030,976328,100,5000,0.6,0.2,300,61111
ft10,1029,51673,100,5000,0.3,0.1,300,2421
ft10,1081,503245,300,5000,0.9,0.1,300,32841
ft10,994,976328,100,5000,0.7,0.3,300,61161
ft10,1052,976328,200,5000,0.1,0.3,300,61221
ft10,1075,515381,100,5000,0.1,0.8,300,13571
ft10,1075,503245,300,5000,0.7,0.2,300,32801
ft10,1061,976328,200,5000,0.1,0.2,300,61211
ft10,1090,960512,500,5000,0.4,0.4,300,6121
ft10,1109,862527,500,5000,0.6,0.3,300,24221
ft10,1062,51673,300,5000,0.2,0.5,300,3281
ft10,1081,503245,300,5000,0.7,0.3,300,32811
ft10,1082,976328,200,5000,0.1,0.1,300,61201
ft10,1053,976328,100,5000,0.9,0.1,300,61191
ft10,1057,515381,100,5000,0.1,0.9,300,13581
ft10,1081,503245,300,5000,0.8,0.1,300,32821
ft10,1048,976328,100,5000,0.8,0.2,300,61181
ft10,1055,976328,100,5000,0.8,0.1,300,61171
ft10,1075,503245,300,5000,0.8,0.2,300,32831
ft10,1010,515381,100,5000,0.2,0.1,300,13591
ft10,1069,862527,500,5000,0.6,0.2,300,24211
ft10,1110,503245,500,5000,0.1,0.5,300,32891
ft10,1060,976328,200,5000,0.1,0.4,300,61231
ft10,1090,862527,500,5000,0.5,0.5,300,24191
ft10,1027,976328,100,5000,0.5,0.4,300,61081
ft10,1081,503245,500,5000,0.2,0.2,300,32951
ft10,1035,976328,100,5000,0.4,0.1,300,60991
ft10,1055,976328,100,5000,0.3,0.7,300,60981
ft10,1082,503245,500,5000,0.2,0.3,300,32961
ft10,1022,515381,100,5000,0.2,0.8,300,13661
ft10,1061,976328,100,5000,0.3,0.6,300,60971
ft10,1070,862527,500,5000,0.5,0.2,300,24161
ft10,1043,515381,100,5000,0.2,0.7,300,13651
ft10,1099,503245,500,5000,0.2,0.4,300,32971
ft10,1044,976328,100,5000,0.3,0.4,300,60951
ft10,1044,515381,100,5000,0.3,0.1,300,13671
ft10,1097,503245,500,5000,0.2,0.5,300,32981
ft10,1030,976328,100,5000,0.3,0.3,300,60941
ft10,1047,976328,100,5000,0.3,0.2,300,60931
ft10,1092,503245,500,5000,0.2,0.6,300,32991
ft10,1078,862527,500,5000,0.5,0.1,300,24151
ft10,1047,976328,100,5000,0.3,0.5,300,60961
ft10,1051,237663,100,5000,0.1,0.7,300,61
ft10,1010,976328,100,5000,0.4,0.2,300,61001
ft10,1068,960512,500,5000,0.4,0.2,300,6101
ft10,1009,976328,100,5000,0.5,0.3,300,61071
ft10,1085,503245,500,5000,0.1,0.6,300,32901
ft10,1034,976328,100,5000,0.5,0.2,300,61061
ft10,1070,515381,100,5000,0.2,0.5,300,13631
ft10,1078,51673,300,5000,0.2,0.6,300,3291
ft10,1113,503245,500,5000,0.1,0.7,300,32911
ft10,1025,976328,100,5000,0.5,0.1,300,61051
ft10,1093,862527,500,5000,0.5,0.4,300,24181
ft10,1039,976328,100,5000,0.4,0.6,300,61041
ft10,1100,503245,500,5000,0.1,0.8,300,32921
ft10,1039,976328,100,5000,0.4,0.5,300,61031
ft10,1027,515381,100,5000,0.2,0.6,300,13641
ft10,1097,503245,500,5000,0.1,0.9,300,32931
ft10,1001,976328,100,5000,0.4,0.4,300,61021
ft10,1017,976328,100,5000,0.4,0.3,300,61011
ft10,1080,503245,500,5000,0.2,0.1,300,32941
ft10,1087,862527,500,5000,0.5,0.3,300,24171
ft10,1066,515381,100,5000,0.2,0.4,300,13621
ft10,1072,503245,300,5000,0.7,0.1,300,32791
ft10,1047,515381,100,5000,0.1,0.7,300,13561
ft10,1073,976328,200,5000,0.1,0.5,300,61241
ft10,1056,976328,200,5000,0.4,0.5,300,61481
ft10,1094,503245,300,5000,0.3,0.7,300,32631
ft10,1068,976328,200,5000,0.4,0.4,300,61471
ft10,1070,976328,200,5000,0.4,0.3,300,61461
ft10,1089,503245,300,5000,0.4,0.1,300,32641
ft10,1124,866473,1000,5000,0.8,0.2,300,13481
ft10,1049,976328,200,5000,0.4,0.2,300,61451
ft10,1121,862527,500,5000,0.9,0.1,300,24291
ft10,1070,503245,300,5000,0.4,0.2,300,32651
ft10,1055,976328,200,5000,0.4,0.1,300,61441
ft10,1126,866473,1000,5000,0.9,0.1,300,13491
ft10,1059,976328,200,5000,0.3,0.7,300,61431
ft10,1075,503245,300,5000,0.4,0.3,300,32661
ft10,1073,976328,200,5000,0.3,0.6,300,61421
ft10,1097,503245,300,5000,0.4,0.4,300,32671
ft10,1070,976328,200,5000,0.3,0.5,300,61411
ft10,1084,862527,500,5000,0.8,0.2,300,24281
ft10,1120,866473,1000,5000,0.8,0.1,300,13471
ft10,1055,976328,200,5000,0.4,0.6,300,61491
ft10,1083,503245,300,5000,0.3,0.6,300,32621
ft10,1040,51673,100,5000,0.3,0.2,300,2431
ft10,1034,976328,200,5000,0.6,0.2,300,61561
ft10,1108,503245,300,5000,0.3,0.2,300,32581
ft10,1054,976328,200,5000,0.6,0.1,300,61551
ft10,1050,976328,200,5000,0.5,0.5,300,61541
ft10,1110,503245,300,5000,0.3,0.3,300,32591
ft10,1086,866473,1000,5000,0.7,0.2,300,13451
ft10,1111,862527,1000,5000,0.1,0.1,300,24301
ft10,1072,976328,200,5000,0.5,0.4,300,61531
ft10,1060,503245,300,5000,0.3,0.4,300,32601
ft10,1063,976328,200,5000,0.5,0.3,300,61521
ft10,1092,976328,200,5000,0.5,0.2,300,61511
ft10,1067,51673,300,5000,0.2,0.3,300,3261
ft10,1114,960512,500,5000,0.5,0.1,300,6151
ft10,1094,503245,300,5000,0.3,0.5,300,32611
ft10,1123,866473,1000,5000,0.7,0.3,300,13461
ft10,1072,976328,200,5000,0.5,0.1,300,61501
ft10,1101,960512,500,5000,0.4,0.6,300,6141
ft10,1092,862527,500,5000,0.8,0.1,300,24271
ft10,1040,515381,100,5000,0.1,0.1,300,13501
ft10,1049,976328,200,5000,0.3,0.4,300,61401
ft10,1102,503245,300,5000,0.5,0.5,300,32741
ft10,1068,976328,200,5000,0.2,0.3,300,61311
ft10,1071,960512,500,5000,0.4,0.5,300,6131
ft10,1070,976328,200,5000,0.2,0.2,300,61301
ft10,1086,503245,300,5000,0.6,0.1,300,32751
ft10,1022,515381,100,5000,0.1,0.5,300,13541
ft10,1050,976328,200,5000,0.2,0.1,300,61291
ft10,1104,862527,500,5000,0.7,0.1,300,24241
ft10,1067,503245,300,5000,0.6,0.2,300,32761
ft10,1090,976328,200,5000,0.1,0.9,300,61281
ft10,1064,976328,200,5000,0.1,0.8,300,61271
ft10,1049,515381,100,5000,0.1,0.6,300,13551
ft10,1094,503245,300,5000,0.6,0.3,300,32771
ft10,1062,976328,200,5000,0.1,0.7,300,61261
ft10,1067,976328,200,5000,0.1,0.6,300,61251
ft10,1069,503245,300,5000,0.6,0.4,300,32781
ft10,1070,862527,500,5000,0.6,0.4,300,24231
ft10,1004,515381,100,5000,0.1,0.4,300,13531
ft10,1012,976328,100,5000,0.3,0.1,300,60921
ft10,1074,976328,200,5000,0.2,0.4,300,61321
ft10,1050,976328,200,5000,0.2,0.5,300,61331
ft10,1090,503245,300,5000,0.4,0.5,300,32681
ft10,1079,976328,200,5000,0.3,0.3,300,61391
ft10,1107,503245,300,5000,0.4,0.6,300,32691
ft10,1074,237663,500,5000,0.1,0.1,300,1351
ft10,1068,976328,200,5000,0.3,0.2,300,61381
ft10,1052,515381,100,5000,0.1,0.2,300,13511
ft10,1123,862527,500,5000,0.7,0.3,300,24261
ft10,1046,976328,200,5000,0.3,0.1,300,61371
ft10,1085,503245,300,5000,0.5,0.1,300,32701
ft10,1060,976328,200,5000,0.2,0.8,300,61361
ft10,1067,51673,300,5000,0.2,0.4,300,3271
ft10,1060,503245,300,5000,0.5,0.2,300,32711
ft10,1072,976328,200,5000,0.2,0.7,300,61351
ft10,1021,515381,100,5000,0.1,0.3,300,13521
ft10,1061,976328,200,5000,0.2,0.6,300,61341
ft10,1085,503245,300,5000,0.5,0.3,300,32721
ft10,1114,862527,500,5000,0.7,0.2,300,24251
ft10,1073,503245,300,5000,0.5,0.4,300,32731
ft10,1017,515381,100,5000,0.3,0.2,300,13681
ft10,1075,503245,500,5000,0.2,0.7,300,33001
ft10,1048,976328,100,5000,0.2,0.8,300,60911
ft10,1074,503245,500,5000,0.8,0.1,300,33271
ft10,1131,836332,1000,5000,0.3,0.4,300,60501
ft10,1057,515381,100,5000,0.5,0.5,300,13841
ft10,1123,836332,1000,5000,0.3,0.3,300,60491
ft10,1097,503245,500,5000,0.8,0.2,300,33281
ft10,1107,836332,1000,5000,0.3,0.2,300,60481
ft10,1079,862527,500,5000,0.3,0.3,300,24041
ft10,1097,960512,500,5000,0.3,0.4,300,6051
ft10,1123,836332,1000,5000,0.3,0.1,300,60471
ft10,1107,503245,500,5000,0.9,0.1,300,33291
ft10,1111,836332,1000,5000,0.2,0.8,300,60461
ft10,1138,836332,1000,5000,0.2,0.7,300,60451
ft10,1114,503245,1000,5000,0.1,0.1,300,33301
ft10,992,515381,100,5000,0.6,0.2,300,13861
ft10,1086,836332,1000,5000,0.2,0.6,300,60441
ft10,1074,51673,300,5000,0.3,0.2,300,3331
ft10,1004,515381,100,5000,0.6,0.1,300,13851
ft10,1083,836332,1000,5000,0.3,0.5,300,60511
ft10,1096,862527,500,5000,0.3,0.4,300,24051
ft10,1097,503245,500,5000,0.7,0.3,300,33261
ft10,1124,836332,1000,5000,0.4,0.6,300,60591
ft10,1098,237663,500,5000,0.1,0.4,300,1381
ft10,1097,836332,1000,5000,0.4,0.5,300,60581
ft10,1011,515381,100,5000,0.5,0.2,300,13811
ft10,1110,503245,500,5000,0.6,0.3,300,33221
ft10,1119,836332,1000,5000,0.4,0.4,300,60571
ft10,1109,836332,1000,5000,0.4,0.3,300,60561
ft10,1083,503245,500,5000,0.6,0.4,300,33231
ft10,1071,862527,500,5000,0.3,0.5,300,24061
ft10,1034,515381,100,5000,0.5,0.3,300,13821
ft10,1115,836332,1000,5000,0.4,0.2,300,60551
ft10,1098,503245,500,5000,0.7,0.1,300,33241
ft10,1113,836332,1000,5000,0.4,0.1,300,60541
ft10,1098,836332,1000,5000,0.3,0.7,300,60531
ft10,1062,503245,500,5000,0.7,0.2,300,33251
ft10,1055,515381,100,5000,0.5,0.4,300,13831
ft10,1075,836332,1000,5000,0.3,0.6,300,60521
ft10,1136,503245,1000,5000,0.1,0.2,300,33311
ft10,1111,862527,500,5000,0.3,0.2,300,24031
ft10,1112,836332,1000,5000,0.2,0.5,300,60431
ft10,1093,503245,1000,5000,0.1,0.3,300,33321
ft10,1025,51673,100,5000,0.2,0.7,300,2401
ft10,1116,503245,1000,5000,0.1,0.9,300,33381
ft10,1090,836332,1000,5000,0.1,0.4,300,60331
ft10,1116,836332,1000,5000,0.1,0.3,300,60321
ft10,1084,237663,500,5000,0.1,0.5,300,1391
ft10,1146,503245,1000,5000,0.2,0.1,300,33391
ft10,1007,515381,100,5000,0.7,0.3,300,13911
ft10,1099,836332,1000,5000,0.1,0.2,300,60311
ft10,1088,862527,500,5000,0.2,0.7,300,24001
ft10,1085,960512,500,5000,0.3,0.2,300,6031
ft10,1079,503245,1000,5000,0.2,0.2,300,33401
ft10,1096,836332,1000,5000,0.1,0.1,300,60301
ft10,1128,51673,300,5000,0.3,0.3,300,3341
ft10,1115,836332,500,5000,0.9,0.1,300,60291
ft10,1115,503245,1000,5000,0.2,0.3,300,33411
ft10,1079,515381,100,5000,0.8,0.1,300,13921
ft10,1098,836332,500,5000,0.8,0.2,300,60281
ft10,1000,515381,100,5000,0.7,0.2,300,13901
ft10,1098,503245,500,5000,0.6,0.2,300,33211
ft10,1130,836332,1000,5000,0.1,0.5,300,60341
ft10,1094,862527,500,5000,0.2,0.8,300,24011
ft10,1081,836332,1000,5000,0.2,0.4,300,60421
ft10,1048,515381,100,5000,0.6,0.3,300,13871
ft10,1121,836332,1000,5000,0.2,0.3,300,60411
ft10,1108,960512,500,5000,0.3,0.3,300,6041
ft10,1131,503245,1000,5000,0.1,0.4,300,33331
ft10,1110,836332,1000,5000,0.2,0.2,300,60401
ft10,1118,503245,1000,5000,0.1,0.5,300,33341
ft10,1106,862527,500,5000,0.3,0.1,300,24021
ft10,1115,836332,1000,5000,0.2,0.1,300,60391
ft10,1017,515381,100,5000,0.6,0.4,300,13881
ft10,1120,503245,1000,5000,0.1,0.6,300,33351
ft10,1106,836332,1000,5000,0.1,0.9,300,60381
ft10,1088,836332,1000,5000,0.1,0.8,300,60371
ft10,1023,515381,100,5000,0.7,0.1,300,13891
ft10,1108,503245,1000,5000,0.1,0.7,300,33361
