seed,tabu_length,max_steps,longest_hold
620743,4,750,500,abz9
620743,4,750,500,la04
620743,4,750,500,la03
620743,4,750,500,abz6
620743,4,750,500,la02
620743,4,750,500,abz5
620743,4,750,500,la01
620743,4,1000,500,ft10
620743,4,1000,500,abz7
620743,4,1000,500,ft20
620743,4,1000,500,abz9
620743,4,1000,500,la04
620743,4,1000,500,la03
620743,4,1000,500,abz6
620743,4,1000,500,la02
620743,4,1000,500,abz5
620743,4,1000,500,la01
620743,4,1000,1000,ft10
620743,4,1000,1000,abz7
620743,4,1000,1000,ft20
620743,4,1000,1000,abz9
620743,4,1000,1000,la04
620743,4,1000,1000,la03
620743,4,1000,1000,abz6
620743,4,1000,1000,la02
620743,4,1000,1000,abz5
620743,4,1000,1000,la01
620743,6,500,500,ft10
620743,6,500,500,abz7
620743,6,500,500,ft20
620743,6,500,500,abz9
620743,6,500,500,la04
620743,6,500,500,la03
620743,6,500,500,abz6
620743,6,500,500,la02
620743,6,500,500,abz5
620743,6,500,500,la01
620743,6,750,500,ft10
620743,6,750,500,abz7
620743,6,750,500,ft20
620743,6,750,500,abz9
620743,6,750,500,la04
620743,6,750,500,la03
620743,6,750,500,abz6
620743,6,750,500,la02
620743,6,750,500,abz5
620743,6,750,500,la01
620743,6,1000,500,ft10
620743,6,1000,500,abz7
620743,6,1000,500,ft20
620743,6,1000,500,abz9
620743,6,1000,500,la04
620743,6,1000,500,la03
620743,6,1000,500,abz6
620743,6,1000,500,la02
620743,6,1000,500,abz5
620743,6,1000,500,la01
620743,6,1000,1000,ft10
620743,6,1000,1000,abz7
620743,6,1000,1000,ft20
620743,6,1000,1000,abz9
620743,6,1000,1000,la04
620743,6,1000,1000,la03
620743,6,1000,1000,abz6
620743,6,1000,1000,la02
620743,6,1000,1000,abz5
620743,6,1000,1000,la01
620743,8,500,500,ft10
620743,8,500,500,abz7
620743,8,500,500,ft20
620743,8,500,500,abz9
620743,8,500,500,la04
620743,8,500,500,la03
620743,8,500,500,abz6
620743,8,500,500,la02
620743,8,500,500,abz5
620743,8,500,500,la01
620743,8,750,500,ft10
620743,8,750,500,abz7
620743,8,750,500,ft20
620743,8,750,500,abz9
620743,8,750,500,la04
620743,8,750,500,la03
620743,8,750,500,abz6
620743,8,750,500,la02
620743,8,750,500,abz5
620743,8,750,500,la01
620743,8,1000,500,ft10
620743,8,1000,500,abz7
620743,8,1000,500,ft20
620743,8,1000,500,abz9
620743,8,1000,500,la04
620743,8,1000,500,la03
620743,8,1000,500,abz6
620743,8,1000,500,la02
620743,8,1000,500,abz5
620743,8,1000,500,la01
620743,8,1000,1000,ft10
620743,8,1000,1000,abz7
620743,8,1000,1000,ft20
620743,8,1000,1000,abz9
620743,8,1000,1000,la04
620743,8,1000,1000,la03
620743,8,1000,1000,abz6
620743,8,1000,1000,la02
620743,8,1000,1000,abz5
620743,8,1000,1000,la01
876006,2,500,500,ft10
876006,2,500,500,abz7
876006,2,500,500,ft20
876006,2,500,500,abz9
876006,2,500,500,la04
876006,2,500,500,la03
876006,2,500,500,abz6
876006,2,500,500,la02
876006,2,500,500,abz5
876006,2,500,500,la01
876006,2,750,500,ft10
876006,2,750,500,abz7
876006,2,750,500,ft20
876006,2,750,500,abz9
876006,2,750,500,la04
876006,2,750,500,la03
876006,2,750,500,abz6
876006,2,750,500,la02
876006,2,750,500,abz5
876006,2,750,500,la01
876006,2,1000,500,ft10
876006,2,1000,500,abz7
876006,2,1000,500,ft20
876006,2,1000,500,abz9
876006,2,1000,500,la04
876006,2,1000,500,la03
876006,2,1000,500,abz6
876006,2,1000,500,la02
876006,2,1000,500,abz5
876006,2,1000,500,la01
876006,2,1000,1000,ft10
876006,2,1000,1000,abz7
876006,2,1000,1000,ft20
876006,2,1000,1000,abz9
876006,2,1000,1000,la04
876006,2,1000,1000,la03
876006,2,1000,1000,abz6
876006,2,1000,1000,la02
876006,2,1000,1000,abz5
876006,2,1000,1000,la01
876006,3,500,500,ft10
876006,3,500,500,abz7
876006,3,500,500,ft20
876006,3,500,500,abz9
876006,3,500,500,la04
876006,3,500,500,la03
876006,3,500,500,abz6
876006,3,500,500,la02
876006,3,500,500,abz5
876006,3,500,500,la01
876006,3,750,500,ft10
876006,3,750,500,abz7
876006,3,750,500,ft20
876006,3,750,500,abz9
876006,3,750,500,la04
876006,3,750,500,la03
876006,3,750,500,abz6
876006,3,750,500,la02
876006,3,750,500,abz5
876006,3,750,500,la01
876006,3,1000,500,ft10
876006,3,1000,500,abz7
876006,3,1000,500,ft20
876006,3,1000,500,abz9
876006,3,1000,500,la04
876006,3,1000,500,la03
876006,3,1000,500,abz6
876006,3,1000,500,la02
876006,3,1000,500,abz5
876006,3,1000,500,la01
876006,3,1000,1000,ft10
876006,3,1000,1000,abz7
876006,3,1000,1000,ft20
876006,3,1000,1000,abz9
876006,3,1000,1000,la04
876006,3,1000,1000,la03
876006,3,1000,1000,abz6
876006,3,1000,1000,la02
876006,3,1000,1000,abz5
876006,3,1000,1000,la01
876006,4,500,500,ft10
876006,4,500,500,abz7
876006,4,500,500,ft20
876006,4,500,500,abz9
876006,4,500,500,la04
876006,4,500,500,la03
876006,4,500,500,abz6
876006,4,500,500,la02
876006,4,500,500,abz5
876006,4,500,500,la01
876006,4,750,500,ft10
876006,4,750,500,abz7
876006,4,750,500,ft20
876006,4,750,500,abz9
876006,4,750,500,la04
876006,4,750,500,la03
876006,4,750,500,abz6
876006,4,750,500,la02
876006,4,750,500,abz5
876006,4,750,500,la01
876006,4,1000,500,ft10
876006,4,1000,500,abz7
876006,4,1000,500,ft20
876006,4,1000,500,abz9
876006,4,1000,500,la04
876006,4,1000,500,la03
876006,4,1000,500,abz6
876006,4,1000,500,la02
876006,4,1000,500,abz5
876006,4,1000,500,la01
876006,4,1000,1000,ft10
876006,4,1000,1000,abz7
876006,4,1000,1000,ft20
876006,4,1000,1000,abz9
876006,4,1000,1000,la04
876006,4,1000,1000,la03
876006,4,1000,1000,abz6
876006,4,1000,1000,la02
876006,4,1000,1000,abz5
876006,4,1000,1000,la01
876006,6,500,500,ft10
876006,6,500,500,abz7
876006,6,500,500,ft20
876006,6,500,500,abz9
876006,6,500,500,la04
876006,6,500,500,la03
876006,6,500,500,abz6
876006,6,500,500,la02
876006,6,500,500,abz5
876006,6,500,500,la01
876006,6,750,500,ft10
876006,6,750,500,abz7
876006,6,750,500,ft20
876006,6,750,500,abz9
876006,6,750,500,la04
876006,6,750,500,la03
876006,6,750,500,abz6
876006,6,750,500,la02
876006,6,750,500,abz5
876006,6,750,500,la01
876006,6,1000,500,ft10
876006,6,1000,500,abz7
876006,6,1000,500,ft20
876006,6,1000,500,abz9
876006,6,1000,500,la04
876006,6,1000,500,la03
876006,6,1000,500,abz6
876006,6,1000,500,la02
876006,6,1000,500,abz5
876006,6,1000,500,la01
876006,6,1000,1000,ft10
876006,6,1000,1000,abz7
876006,6,1000,1000,ft20
876006,6,1000,1000,abz9
876006,6,1000,1000,la04
876006,6,1000,1000,la03
876006,6,1000,1000,abz6
876006,6,1000,1000,la02
876006,6,1000,1000,abz5
876006,6,1000,1000,la01
876006,8,500,500,ft10
876006,8,500,500,abz7
876006,8,500,500,ft20
876006,8,500,500,abz9
876006,8,500,500,la04
876006,8,500,500,la03
876006,8,500,500,abz6
876006,8,500,500,la02
876006,8,500,500,abz5
876006,8,500,500,la01
876006,8,750,500,ft10
876006,8,750,500,abz7
876006,8,750,500,ft20
876006,8,750,500,abz9
876006,8,750,500,la04
876006,8,750,500,la03
876006,8,750,500,abz6
876006,8,750,500,la02
876006,8,750,500,abz5
876006,8,750,500,la01
876006,8,1000,500,ft10
876006,8,1000,500,abz7
876006,8,1000,500,ft20
876006,8,1000,500,abz9
876006,8,1000,500,la04
876006,8,1000,500,la03
876006,8,1000,500,abz6
876006,8,1000,500,la02
876006,8,1000,500,abz5
876006,8,1000,500,la01
876006,8,1000,1000,ft10
876006,8,1000,1000,abz7
876006,8,1000,1000,ft20
876006,8,1000,1000,abz9
876006,8,1000,1000,la04
876006,8,1000,1000,la03
876006,8,1000,1000,abz6
876006,8,1000,1000,la02
876006,8,1000,1000,abz5
876006,8,1000,1000,la01
424288,2,500,500,ft10
424288,2,500,500,abz7
424288,2,500,500,ft20
424288,2,500,500,abz9
424288,2,500,500,la04
424288,2,500,500,la03
424288,2,500,500,abz6
424288,2,500,500,la02
424288,2,500,500,abz5
424288,2,500,500,la01
424288,2,750,500,ft10
424288,2,750,500,abz7
424288,2,750,500,ft20
424288,2,750,500,abz9
424288,2,750,500,la04
424288,2,750,500,la03
424288,2,750,500,abz6
424288,2,750,500,la02
424288,2,750,500,abz5
424288,2,750,500,la01
424288,2,1000,500,ft10
424288,2,1000,500,abz7
424288,2,1000,500,ft20
424288,2,1000,500,abz9
424288,2,1000,500,la04
424288,2,1000,500,la03
424288,2,1000,500,abz6
424288,2,1000,500,la02
424288,2,1000,500,abz5
424288,2,1000,500,la01
424288,2,1000,1000,ft10
424288,2,1000,1000,abz7
424288,2,1000,1000,ft20
424288,2,1000,1000,abz9
424288,2,1000,1000,la04
424288,2,1000,1000,la03
424288,2,1000,1000,abz6
424288,2,1000,1000,la02
424288,2,1000,1000,abz5
424288,2,1000,1000,la01
424288,3,500,500,ft10
424288,3,500,500,abz7
424288,3,500,500,ft20
424288,3,500,500,abz9
424288,3,500,500,la04
424288,3,500,500,la03
424288,3,500,500,abz6
424288,3,500,500,la02
424288,3,500,500,abz5
424288,3,500,500,la01
424288,3,750,500,ft10
424288,3,750,500,abz7
424288,3,750,500,ft20
424288,3,750,500,abz9
424288,3,750,500,la04
424288,3,750,500,la03
424288,3,750,500,abz6
424288,3,750,500,la02
424288,3,750,500,abz5
424288,3,750,500,la01
424288,3,1000,500,ft10
424288,3,1000,500,abz7
424288,3,1000,500,ft20
424288,3,1000,500,abz9
424288,3,1000,500,la04
424288,3,1000,500,la03
424288,3,1000,500,abz6
424288,3,1000,500,la02
424288,3,1000,500,abz5
424288,3,1000,500,la01
424288,3,1000,1000,ft10
424288,3,1000,1000,abz7
424288,3,1000,1000,ft20
424288,3,1000,1000,abz9
424288,3,1000,1000,la04
424288,3,1000,1000,la03
424288,3,1000,1000,abz6
424288,3,1000,1000,la02
424288,3,1000,1000,abz5
424288,3,1000,1000,la01
424288,4,500,500,ft10
424288,4,500,500,abz7
424288,4,500,500,ft20
424288,4,500,500,abz9
424288,4,500,500,la04
424288,4,500,500,la03
424288,4,500,500,abz6
424288,4,500,500,la02
424288,4,500,500,abz5
424288,4,500,500,la01
424288,4,750,500,ft10
424288,4,750,500,abz7
424288,4,750,500,ft20
424288,4,750,500,abz9
424288,4,750,500,la04
424288,4,750,500,la03
424288,4,750,500,abz6
424288,4,750,500,la02
424288,4,750,500,abz5
424288,4,750,500,la01
424288,4,1000,500,ft10
424288,4,1000,500,abz7
424288,4,1000,500,ft20
424288,4,1000,500,abz9
424288,4,1000,500,la04
424288,4,1000,500,la03
424288,4,1000,500,abz6
424288,4,1000,500,la02
424288,4,1000,500,abz5
424288,4,1000,500,la01
424288,4,1000,1000,ft10
424288,4,1000,1000,abz7
424288,4,1000,1000,ft20
424288,4,1000,1000,abz9
424288,4,1000,1000,la04
424288,4,1000,1000,la03
424288,4,1000,1000,abz6
424288,4,1000,1000,la02
424288,4,1000,1000,abz5
424288,4,1000,1000,la01
424288,6,500,500,ft10
424288,6,500,500,abz7
424288,6,500,500,ft20
424288,6,500,500,abz9
424288,6,500,500,la04
424288,6,500,500,la03
424288,6,500,500,abz6
424288,6,500,500,la02
424288,6,500,500,abz5
424288,6,500,500,la01
424288,6,750,500,ft10
424288,6,750,500,abz7
424288,6,750,500,ft20
424288,6,750,500,abz9
424288,6,750,500,la04
424288,6,750,500,la03
424288,6,750,500,abz6
424288,6,750,500,la02
424288,6,750,500,abz5
424288,6,750,500,la01
424288,6,1000,500,ft10
424288,6,1000,500,abz7
424288,6,1000,500,ft20
424288,6,1000,500,abz9
424288,6,1000,500,la04
424288,6,1000,500,la03
424288,6,1000,500,abz6
424288,6,1000,500,la02
424288,6,1000,500,abz5
424288,6,1000,500,la01
424288,6,1000,1000,ft10
424288,6,1000,1000,abz7
424288,6,1000,1000,ft20
424288,6,1000,1000,abz9
424288,6,1000,1000,la04
424288,6,1000,1000,la03
424288,6,1000,1000,abz6
424288,6,1000,1000,la02
424288,6,1000,1000,abz5
424288,6,1000,1000,la01
424288,8,500,500,ft10
424288,8,500,500,abz7
424288,8,500,500,ft20
424288,8,500,500,abz9
424288,8,500,500,la04
424288,8,500,500,la03
424288,8,500,500,abz6
424288,8,500,500,la02
424288,8,500,500,abz5
424288,8,500,500,la01
424288,8,750,500,ft10
424288,8,750,500,abz7
424288,8,750,500,ft20
424288,8,750,500,abz9
424288,8,750,500,la04
424288,8,750,500,la03
424288,8,750,500,abz6
424288,8,750,500,la02
424288,8,750,500,abz5
424288,8,750,500,la01
424288,8,1000,500,ft10
424288,8,1000,500,abz7
424288,8,1000,500,ft20
424288,8,1000,500,abz9
424288,8,1000,500,la04
424288,8,1000,500,la03
424288,8,1000,500,abz6
424288,8,1000,500,la02
424288,8,1000,500,abz5
424288,8,1000,500,la01
424288,8,1000,1000,ft10
424288,8,1000,1000,abz7
424288,8,1000,1000,ft20
424288,8,1000,1000,abz9
424288,8,1000,1000,la04
424288,8,1000,1000,la03
424288,8,1000,1000,abz6
424288,8,1000,1000,la02
424288,8,1000,1000,abz5
424288,8,1000,1000,la01
563682,2,500,500,ft10
563682,2,500,500,abz7
563682,2,500,500,ft20
563682,2,500,500,abz9
563682,2,500,500,la04
563682,2,500,500,la03
563682,2,500,500,abz6
563682,2,500,500,la02
563682,2,500,500,abz5
563682,2,500,500,la01
563682,2,750,500,ft10
563682,2,750,500,abz7
563682,2,750,500,ft20
563682,2,750,500,abz9
563682,2,750,500,la04
563682,2,750,500,la03
563682,2,750,500,abz6
563682,2,750,500,la02
563682,2,750,500,abz5
563682,2,750,500,la01
563682,2,1000,500,ft10
563682,2,1000,500,abz7
563682,2,1000,500,ft20
563682,2,1000,500,abz9
563682,2,1000,500,la04
563682,2,1000,500,la03
563682,2,1000,500,abz6
563682,2,1000,500,la02
563682,2,1000,500,abz5
563682,2,1000,500,la01
563682,2,1000,1000,ft10
563682,2,1000,1000,abz7
563682,2,1000,1000,ft20
563682,2,1000,1000,abz9
563682,2,1000,1000,la04
563682,2,1000,1000,la03
563682,2,1000,1000,abz6
563682,2,1000,1000,la02
563682,2,1000,1000,abz5
563682,2,1000,1000,la01
563682,3,500,500,ft10
563682,3,500,500,abz7
563682,3,500,500,ft20
563682,3,500,500,abz9
563682,3,500,500,la04
563682,3,500,500,la03
563682,3,500,500,abz6
563682,3,500,500,la02
563682,3,500,500,abz5
563682,3,500,500,la01
563682,3,750,500,ft10
563682,3,750,500,abz7
563682,3,750,500,ft20
563682,3,750,500,abz9
563682,3,750,500,la04
563682,3,750,500,la03
563682,3,750,500,abz6
563682,3,750,500,la02
563682,3,750,500,abz5
563682,3,750,500,la01
563682,3,1000,500,ft10
563682,3,1000,500,abz7
563682,3,1000,500,ft20
563682,3,1000,500,abz9
563682,3,1000,500,la04
563682,3,1000,500,la03
563682,3,1000,500,abz6
563682,3,1000,500,la02
563682,3,1000,500,abz5
563682,3,1000,500,la01
563682,3,1000,1000,ft10
563682,3,1000,1000,abz7
563682,3,1000,1000,ft20
563682,3,1000,1000,abz9
563682,3,1000,1000,la04
563682,3,1000,1000,la03
563682,3,1000,1000,abz6
563682,3,1000,1000,la02
563682,3,1000,1000,abz5
563682,3,1000,1000,la01
563682,4,500,500,ft10
563682,4,500,500,abz7
563682,4,500,500,ft20
563682,4,500,500,abz9
563682,4,500,500,la04
563682,4,500,500,la03
563682,4,500,500,abz6
563682,4,500,500,la02
563682,4,500,500,abz5
563682,4,500,500,la01
563682,4,750,500,ft10
563682,4,750,500,abz7
563682,4,750,500,ft20
563682,4,750,500,abz9
563682,4,750,500,la04
563682,4,750,500,la03
563682,4,750,500,abz6
563682,4,750,500,la02
563682,4,750,500,abz5
563682,4,750,500,la01
563682,4,1000,500,ft10
563682,4,1000,500,abz7
563682,4,1000,500,ft20
563682,4,1000,500,abz9
563682,4,1000,500,la04
563682,4,1000,500,la03
563682,4,1000,500,abz6
563682,4,1000,500,la02
563682,4,1000,500,abz5
563682,4,1000,500,la01
563682,4,1000,1000,ft10
563682,4,1000,1000,abz7
563682,4,1000,1000,ft20
563682,4,1000,1000,abz9
563682,4,1000,1000,la04
563682,4,1000,1000,la03
563682,4,1000,1000,abz6
563682,4,1000,1000,la02
563682,4,1000,1000,abz5
563682,4,1000,1000,la01
563682,6,500,500,ft10
563682,6,500,500,abz7
563682,6,500,500,ft20
563682,6,500,500,abz9
563682,6,500,500,la04
563682,6,500,500,la03
563682,6,500,500,abz6
563682,6,500,500,la02
563682,6,500,500,abz5
563682,6,500,500,la01
563682,6,750,500,ft10
563682,6,750,500,abz7
563682,6,750,500,ft20
563682,6,750,500,abz9
563682,6,750,500,la04
563682,6,750,500,la03
563682,6,750,500,abz6
563682,6,750,500,la02
563682,6,750,500,abz5
563682,6,750,500,la01
563682,6,1000,500,ft10
563682,6,1000,500,abz7
563682,6,1000,500,ft20
563682,6,1000,500,abz9
563682,6,1000,500,la04
563682,6,1000,500,la03
563682,6,1000,500,abz6
563682,6,1000,500,la02
563682,6,1000,500,abz5
563682,6,1000,500,la01
563682,6,1000,1000,ft10
563682,6,1000,1000,abz7
563682,6,1000,1000,ft20
563682,6,1000,1000,abz9
563682,6,1000,1000,la04
563682,6,1000,1000,la03
563682,6,1000,1000,abz6
563682,6,1000,1000,la02
563682,6,1000,1000,abz5
563682,6,1000,1000,la01
563682,8,500,500,ft10
563682,8,500,500,abz7
563682,8,500,500,ft20
563682,8,500,500,abz9
563682,8,500,500,la04
563682,8,500,500,la03
563682,8,500,500,abz6
563682,8,500,500,la02
563682,8,500,500,abz5
563682,8,500,500,la01
563682,8,750,500,ft10
563682,8,750,500,abz7
563682,8,750,500,ft20
563682,8,750,500,abz9
563682,8,750,500,la04
563682,8,750,500,la03
563682,8,750,500,abz6
563682,8,750,500,la02
563682,8,750,500,abz5
563682,8,750,500,la01
563682,8,1000,500,ft10
563682,8,1000,500,abz7
563682,8,1000,500,ft20
563682,8,1000,500,abz9
563682,8,1000,500,la04
563682,8,1000,500,la03
563682,8,1000,500,abz6
563682,8,1000,500,la02
563682,8,1000,500,abz5
563682,8,1000,500,la01
563682,8,1000,1000,ft10
563682,8,1000,1000,abz7
563682,8,1000,1000,ft20
563682,8,1000,1000,abz9
563682,8,1000,1000,la04
563682,8,1000,1000,la03
563682,8,1000,1000,abz6
563682,8,1000,1000,la02
563682,8,1000,1000,abz5
563682,8,1000,1000,la01
721211,2,500,500,ft10
721211,2,500,500,abz7
721211,2,500,500,ft20
721211,2,500,500,abz9
721211,2,500,500,la04
721211,2,500,500,la03
721211,2,500,500,abz6
721211,2,500,500,la02
721211,2,500,500,abz5
721211,2,500,500,la01
721211,2,750,500,ft10
721211,2,750,500,abz7
721211,2,750,500,ft20
721211,2,750,500,abz9
721211,2,750,500,la04
721211,2,750,500,la03
721211,2,750,500,abz6
721211,2,750,500,la02
721211,2,750,500,abz5
721211,2,750,500,la01
721211,2,1000,500,ft10
721211,2,1000,500,abz7
721211,2,1000,500,ft20
721211,2,1000,500,abz9
721211,2,1000,500,la04
721211,2,1000,500,la03
721211,2,1000,500,abz6
721211,2,1000,500,la02
721211,2,1000,500,abz5
721211,2,1000,500,la01
721211,2,1000,1000,ft10
721211,2,1000,1000,abz7
721211,2,1000,1000,ft20
721211,2,1000,1000,abz9
721211,2,1000,1000,la04
721211,2,1000,1000,la03
721211,2,1000,1000,abz6
721211,2,1000,1000,la02
721211,2,1000,1000,abz5
721211,2,1000,1000,la01
721211,3,500,500,ft10
721211,3,500,500,abz7
721211,3,500,500,ft20
721211,3,500,500,abz9
721211,3,500,500,la04
721211,3,500,500,la03
721211,3,500,500,abz6
721211,3,500,500,la02
721211,3,500,500,abz5
721211,3,500,500,la01
721211,3,750,500,ft10
721211,3,750,500,abz7
721211,3,750,500,ft20
721211,3,750,500,abz9
721211,3,750,500,la04
721211,3,750,500,la03
721211,3,750,500,abz6
721211,3,750,500,la02
721211,3,750,500,abz5
721211,3,750,500,la01
721211,3,1000,500,ft10
721211,3,1000,500,abz7
721211,3,1000,500,ft20
721211,3,1000,500,abz9
721211,3,1000,500,la04
721211,3,1000,500,la03
721211,3,1000,500,abz6
721211,3,1000,500,la02
721211,3,1000,500,abz5
721211,3,1000,500,la01
721211,3,1000,1000,ft10
721211,3,1000,1000,abz7
721211,3,1000,1000,ft20
721211,3,1000,1000,abz9
721211,3,1000,1000,la04
721211,3,1000,1000,la03
721211,3,1000,1000,abz6
721211,3,1000,1000,la02
721211,3,1000,1000,abz5
721211,3,1000,1000,la01
721211,4,500,500,ft10
721211,4,500,500,abz7
721211,4,500,500,ft20
721211,4,500,500,abz9
721211,4,500,500,la04
721211,4,500,500,la03
721211,4,500,500,abz6
721211,4,500,500,la02
721211,4,500,500,abz5
721211,4,500,500,la01
721211,4,750,500,ft10
721211,4,750,500,abz7
721211,4,750,500,ft20
721211,4,750,500,abz9
721211,4,750,500,la04
721211,4,750,500,la03
721211,4,750,500,abz6
721211,4,750,500,la02
721211,4,750,500,abz5
721211,4,750,500,la01
721211,4,1000,500,ft10
721211,4,1000,500,abz7
721211,4,1000,500,ft20
721211,4,1000,500,abz9
721211,4,1000,500,la04
721211,4,1000,500,la03
721211,4,1000,500,abz6
721211,4,1000,500,la02
721211,4,1000,500,abz5
721211,4,1000,500,la01
721211,4,1000,1000,ft10
721211,4,1000,1000,abz7
721211,4,1000,1000,ft20
721211,4,1000,1000,abz9
721211,4,1000,1000,la04
721211,4,1000,1000,la03
721211,4,1000,1000,abz6
721211,4,1000,1000,la02
721211,4,1000,1000,abz5
721211,4,1000,1000,la01
721211,6,500,500,ft10
721211,6,500,500,abz7
721211,6,500,500,ft20
721211,6,500,500,abz9
721211,6,500,500,la04
721211,6,500,500,la03
721211,6,500,500,abz6
721211,6,500,500,la02
721211,6,500,500,abz5
721211,6,500,500,la01
721211,6,750,500,ft10
721211,6,750,500,abz7
721211,6,750,500,ft20
721211,6,750,500,abz9
721211,6,750,500,la04
721211,6,750,500,la03
721211,6,750,500,abz6
721211,6,750,500,la02
721211,6,750,500,abz5
721211,6,750,500,la01
721211,6,1000,500,ft10
721211,6,1000,500,abz7
721211,6,1000,500,ft20
721211,6,1000,500,abz9
721211,6,1000,500,la04
721211,6,1000,500,la03
721211,6,1000,500,abz6
721211,6,1000,500,la02
721211,6,1000,500,abz5
721211,6,1000,500,la01
721211,6,1000,1000,ft10
721211,6,1000,1000,abz7
721211,6,1000,1000,ft20
721211,6,1000,1000,abz9
721211,6,1000,1000,la04
721211,6,1000,1000,la03
721211,6,1000,1000,abz6
721211,6,1000,1000,la02
721211,6,1000,1000,abz5
721211,6,1000,1000,la01
721211,8,500,500,ft10
721211,8,500,500,abz7
721211,8,500,500,ft20
721211,8,500,500,abz9
721211,8,500,500,la04
721211,8,500,500,la03
721211,8,500,500,abz6
721211,8,500,500,la02
721211,8,500,500,abz5
721211,8,500,500,la01
721211,8,750,500,ft10
721211,8,750,500,abz7
721211,8,750,500,ft20
721211,8,750,500,abz9
721211,8,750,500,la04
721211,8,750,500,la03
721211,8,750,500,abz6
721211,8,750,500,la02
721211,8,750,500,abz5
721211,8,750,500,la01
721211,8,1000,500,ft10
721211,8,1000,500,abz7
721211,8,1000,500,ft20
721211,8,1000,500,abz9
721211,8,1000,500,la04
721211,8,1000,500,la03
721211,8,1000,500,abz6
721211,8,1000,500,la02
721211,8,1000,500,abz5
721211,8,1000,500,la01
721211,8,1000,1000,ft10
721211,8,1000,1000,abz7
721211,8,1000,1000,ft20
721211,8,1000,1000,abz9
721211,8,1000,1000,la04
721211,8,1000,1000,la03
721211,8,1000,1000,abz6
721211,8,1000,1000,la02
721211,8,1000,1000,abz5
721211,8,1000,1000,la01
778911,2,500,500,ft10
778911,2,500,500,abz7
778911,2,500,500,ft20
778911,2,500,500,abz9
778911,2,500,500,la04
778911,2,500,500,la03
778911,2,500,500,abz6
778911,2,500,500,la02
778911,2,500,500,abz5
778911,2,500,500,la01
778911,2,750,500,ft10
778911,2,750,500,abz7
778911,2,750,500,ft20
778911,2,750,500,abz9
778911,2,750,500,la04
778911,2,750,500,la03
778911,2,750,500,abz6
778911,2,750,500,la02
778911,2,750,500,abz5
778911,2,750,500,la01
778911,2,1000,500,ft10
778911,2,1000,500,abz7
778911,2,1000,500,ft20
778911,2,1000,500,abz9
778911,2,1000,500,la04
778911,2,1000,500,la03
778911,2,1000,500,abz6
778911,2,1000,500,la02
778911,2,1000,500,abz5
778911,2,1000,500,la01
778911,2,1000,1000,ft10
778911,2,1000,1000,abz7
778911,2,1000,1000,ft20
778911,2,1000,1000,abz9
778911,2,1000,1000,la04
778911,2,1000,1000,la03
778911,2,1000,1000,abz6
778911,2,1000,1000,la02
778911,2,1000,1000,abz5
778911,2,1000,1000,la01
778911,3,500,500,ft10
778911,3,500,500,abz7
778911,3,500,500,ft20
778911,3,500,500,abz9
778911,3,500,500,la04
778911,3,500,500,la03
778911,3,500,500,abz6
778911,3,500,500,la02
778911,3,500,500,abz5
778911,3,500,500,la01
778911,3,750,500,ft10
778911,3,750,500,abz7
778911,3,750,500,ft20
778911,3,750,500,abz9
778911,3,750,500,la04
778911,3,750,500,la03
778911,3,750,500,abz6
778911,3,750,500,la02
778911,3,750,500,abz5
778911,3,750,500,la01
778911,3,1000,500,ft10
778911,3,1000,500,abz7
778911,3,1000,500,ft20
778911,3,1000,500,abz9
778911,3,1000,500,la04
778911,3,1000,500,la03
778911,3,1000,500,abz6
778911,3,1000,500,la02
778911,3,1000,500,abz5
778911,3,1000,500,la01
778911,3,1000,1000,ft10
778911,3,1000,1000,abz7
778911,3,1000,1000,ft20
778911,3,1000,1000,abz9
778911,3,1000,1000,la04
778911,3,1000,1000,la03
778911,3,1000,1000,abz6
778911,3,1000,1000,la02
778911,3,1000,1000,abz5
778911,3,1000,1000,la01
778911,4,500,500,ft10
778911,4,500,500,abz7
778911,4,500,500,ft20
778911,4,500,500,abz9
778911,4,500,500,la04
778911,4,500,500,la03
778911,4,500,500,abz6
778911,4,500,500,la02
778911,4,500,500,abz5
778911,4,500,500,la01
778911,4,750,500,ft10
778911,4,750,500,abz7
778911,4,750,500,ft20
778911,4,750,500,abz9
778911,4,750,500,la04
778911,4,750,500,la03
778911,4,750,500,abz6
778911,4,750,500,la02
778911,4,750,500,abz5
778911,4,750,500,la01
778911,4,1000,500,ft10
778911,4,1000,500,abz7
778911,4,1000,500,ft20
778911,4,1000,500,abz9
778911,4,1000,500,la04
778911,4,1000,500,la03
778911,4,1000,500,abz6
778911,4,1000,500,la02
778911,4,1000,500,abz5
778911,4,1000,500,la01
778911,4,1000,1000,ft10
778911,4,1000,1000,abz7
778911,4,1000,1000,ft20
778911,4,1000,1000,abz9
778911,4,1000,1000,la04
778911,4,1000,1000,la03
778911,4,1000,1000,abz6
778911,4,1000,1000,la02
778911,4,1000,1000,abz5
778911,4,1000,1000,la01
778911,6,500,500,ft10
778911,6,500,500,abz7
778911,6,500,500,ft20
778911,6,500,500,abz9
778911,6,500,500,la04
778911,6,500,500,la03
778911,6,500,500,abz6
778911,6,500,500,la02
778911,6,500,500,abz5
778911,6,500,500,la01
778911,6,750,500,ft10
778911,6,750,500,abz7
778911,6,750,500,ft20
778911,6,750,500,abz9
778911,6,750,500,la04
778911,6,750,500,la03
778911,6,750,500,abz6
778911,6,750,500,la02
778911,6,750,500,abz5
778911,6,750,500,la01
